date,lumber-GSNECI-0,lumber-GSNECI-smth,lumber-MSCI_EM-0,lumber-MSCI_EM-smth,lumber-SPX-0,lumber-SPX-smth,lumber-GSCI-0,lumber-GSCI-smth,lumber-GSECI-0,lumber-GSECI-smth,lumber-MSCI_W-0,lumber-MSCI_W-smth,rubber-GSNECI-0,rubber-GSNECI-smth,rubber-MSCI_EM-0,rubber-MSCI_EM-smth,rubber-SPX-0,rubber-SPX-smth,rubber-GSCI-0,rubber-GSCI-smth,rubber-GSECI-0,rubber-GSECI-smth,rubber-MSCI_W-0,rubber-MSCI_W-smth,oats-GSNECI-0,oats-GSNECI-smth,oats-MSCI_EM-0,oats-MSCI_EM-smth,oats-SPX-0,oats-SPX-smth,oats-GSCI-0,oats-GSCI-smth,oats-GSECI-0,oats-GSECI-smth,oats-MSCI_W-0,oats-MSCI_W-smth,gold-GSNECI-0,gold-GSNECI-smth,gold-MSCI_EM-0,gold-MSCI_EM-smth,gold-SPX-0,gold-SPX-smth,gold-GSCI-0,gold-GSCI-smth,gold-GSECI-0,gold-GSECI-smth,gold-MSCI_W-0,gold-MSCI_W-smth,hog-GSNECI-0,hog-GSNECI-smth,hog-MSCI_EM-0,hog-MSCI_EM-smth,hog-SPX-0,hog-SPX-smth,hog-GSCI-0,hog-GSCI-smth,hog-GSECI-0,hog-GSECI-smth,hog-MSCI_W-0,hog-MSCI_W-smth,wheat-GSNECI-0,wheat-GSNECI-smth,wheat-MSCI_EM-0,wheat-MSCI_EM-smth,wheat-SPX-0,wheat-SPX-smth,wheat-GSCI-0,wheat-GSCI-smth,wheat-GSECI-0,wheat-GSECI-smth,wheat-MSCI_W-0,wheat-MSCI_W-smth,palladium-GSNECI-0,palladium-GSNECI-smth,palladium-MSCI_EM-0,palladium-MSCI_EM-smth,palladium-SPX-0,palladium-SPX-smth,palladium-GSCI-0,palladium-GSCI-smth,palladium-GSECI-0,palladium-GSECI-smth,palladium-MSCI_W-0,palladium-MSCI_W-smth
1986-03-01,,,,,,,,,,,,,-0.3165022209737647,-0.06663838149667434,,,0.281834809303493,-0.04855845313111723,-0.31594810944905105,0.16822040651127523,-0.32091660519899934,0.2722356474772992,0.2699420458224173,0.132085152883327,,,,,,,,,,,,,0.20423608567245496,0.06115394702751106,,,-0.1818655113423659,-0.3120731338739396,0.20387852240327684,0.21423971005724152,0.20708464879483157,0.24360789848731082,-0.17419121618661546,-0.10812504073841354,,,,,,,,,,,,,-0.3195764968255682,0.39639917896638355,,,0.28457235075193416,0.08498540721276532,-0.31901700305843494,0.2499476129524152,-0.3240337592169733,-0.04087870024739332,0.27256406948564804,0.03686650639128747,,,,,,,,,,,,
1986-04-01,,,,,,,,,,,,,-0.5688033157231205,-0.062246748333596,,,-0.13137447758928994,-0.061849336987695,-0.039705170663822176,0.18067242971289887,0.23089371725375019,0.2856221398772043,-0.12284127301399544,0.12578909790725873,,,,,,,,,,,,,-0.023037782163120912,0.05863912028654551,,,-0.17595477568448215,-0.3173110566316737,0.24352443913863966,0.2145061828757139,0.1939063063796717,0.24443216949399116,-0.166241462419892,-0.10510773588109143,,,,,,,,,,,,,-0.4967883563419697,0.40898324286432763,,,-0.08082306647518772,0.07695653015177065,-0.08340532590216526,0.26458045330845875,0.16497523470237896,-0.0344883459533846,-0.07523233185208056,0.026101975265353267,,,,,,,,,,,,
1986-05-01,,,,,,,,,,,,,-0.531975662052952,-0.043475339826530235,,,-0.1490730344212545,-0.05680458827263557,-0.04400092184300761,0.18702003420090516,0.19367533029475378,0.2884022128290148,-0.1194577546992988,0.14638845205106088,,,,,,,,,,,,,-0.08690302434936992,0.0616658118747635,,,-0.11370771618078244,-0.32756787755290406,0.25461245984973574,0.21367036102551773,0.26019853970364576,0.24699876247580316,-0.17464976613614133,-0.10004272600946171,,,,,,,,,,,,,-0.5473130652575532,0.4425483169298372,,,-0.024481860830441016,0.08840502792479327,-0.07273151896148589,0.2746035958152462,0.22859034859970911,-0.044620618708030246,-0.08327347434343652,0.034497656257559794,,,,,,,,,,,,
1986-06-01,,,,,,,,,,,,,-0.3207801814661868,-0.02564207667131313,,,-0.1568275741350629,-0.05035964116995663,-0.08304361490581483,0.19349109720873256,0.1897902741543435,0.29316373719129896,-0.12460095223874074,0.16674484978610143,,,,,,,,,,,,,0.024270498095533208,0.06708948721846424,,,-0.09542298843492825,-0.3425060008761648,0.2526335673525383,0.2125235434133793,0.26459826124117597,0.2463352648585944,-0.1651906171631075,-0.09432990956111956,,,,,,,,,,,,,0.41881648056377296,0.4786843391852179,,,0.13407504861046793,0.09629017238080378,0.662277023020505,0.284332702001284,0.2775126243346308,-0.058353791827165824,0.0007169255295493143,0.04351563701238976,,,,,,,,,,,,
1986-07-01,-0.09278364944778131,0.4327622963969697,,,-0.23405101107162243,0.24394774678679557,0.07330598015639554,0.170914694385095,0.12593635352091453,0.05187991069553349,-0.26054909821468036,0.3540003301588491,-0.2965481099965345,-0.005200349127892967,,,-0.07413560117012627,-0.043234692495932536,-0.11366815622121362,0.20400467958364876,0.1428131716212903,0.2981196363754554,-0.019479092950643664,0.1876188949793901,,,,,,,,,,,,,0.031163810801830415,0.07005519749143618,,,-0.06699462873445039,-0.35904106202405084,0.24151934931338082,0.21099859908534307,0.24700078973941317,0.24545970583006177,-0.11966162961961335,-0.08925295426390134,0.3935895777214144,0.6744424774097988,,,0.992847761014134,0.33556075928802365,-0.3109650239663001,0.6746406415283341,-0.5342238260413327,0.26976002485026984,1.105253028441463,0.5890727191976577,0.4257901283499842,0.4828308808708405,,,0.15636903737912933,0.09376156779261344,0.6458695545180464,0.26996362434812704,0.2554978418559773,-0.07445579759286935,0.0383033064829565,0.046582035194544305,-0.013438686226151547,0.43531416379542176,,,-0.033899702344379695,0.02874323241931942,0.010617561086306768,0.5373584854746514,0.0182404890248013,0.4364462253466298,-0.03773765742405339,0.44455045699788676
1986-08-01,-0.18213037337545201,0.43840469080196487,,,-0.012258059685095857,0.25074288954955065,0.13515874125454497,0.17194956161705627,0.21367763011525115,0.051060554234373556,-0.20909749000315922,0.36501410747988483,-0.27309515430124764,0.013771559776865339,,,-0.08772815867976812,-0.04117836936294148,-0.12389048385666507,0.21570618413638465,0.10556980451434878,0.3053287661484556,-0.025829298909894167,0.20302386715974718,,,,,,,,,,,,,0.09594519441246399,0.07258771685336668,,,-0.18211199533598502,-0.3784755014126395,0.1743397554775754,0.2098743647867401,0.10216683126829493,0.24538817066305385,-0.15182006229283787,-0.08699100665843008,0.7495105871463151,0.6774577852860325,,,0.07823793560610726,0.3262168876996478,-0.5588608440914544,0.685090231146593,-0.8791088747086286,0.27865525850940687,0.8960629731639405,0.5798218848122757,0.4060972404033034,0.48654524599057947,,,0.1419974661408445,0.08959530882054956,0.6383641412544913,0.25611709906327174,0.24006511621995666,-0.0897718284459679,0.04023837703126563,0.04719784796397507,-0.010117989422913145,0.44013208807056264,,,-0.020255556340683857,0.029633752902478015,0.009374864062383987,0.5429430987613841,0.011711160150015911,0.44107323089910283,-0.036672317903662544,0.4531938852586269
1986-09-01,0.6692770437535863,0.44639211460686207,,,0.3108780576235489,0.25726824945830046,0.7934787926800506,0.17236000000151386,0.7086992142916317,0.04853673980099105,0.5319341745440188,0.37552507594609597,0.027578966062172028,0.03195497507945611,,,0.032948905993339675,-0.03777146989620961,0.36751573814437755,0.22799669241088238,0.44121561399084946,0.31510431617653045,0.29720535048590874,0.21902916254740695,,,,,,,,,,,,,0.27977354783727726,0.07110717312335288,,,-0.08337725157588187,-0.39284701058499855,0.44574680055001836,0.21116041512500275,0.35748047451537457,0.2523969544336955,0.1501056214564744,-0.0824570593989197,1.155151223472604,0.6765303336430681,,,0.3961800724211103,0.33236953436086303,0.5909512682017661,0.6989677490881394,0.3780378008609935,0.29662373945791876,0.8930948013277388,0.5740320695185988,0.33818743494650805,0.49164454620238535,,,0.1371624549088411,0.08576008454885606,0.3702917676525763,0.242283010340559,0.1390407832165469,-0.10591296938559208,0.025943362030845102,0.0476845722244817,1.0438505317517273,0.4459276319402641,,,0.42448738334954866,0.03087156477866293,1.0378541760277153,0.5488955858788198,0.8876410198006449,0.4477369234137643,0.812208477599412,0.4621624694793166
1986-10-01,0.4926365629511587,0.4408728745576308,,,0.2426310914212843,0.2558363453517612,0.6638937129781535,0.14973194720353555,0.6799226971616538,0.015839918979249967,0.4696032785507515,0.36677238393788747,-0.0017731446178792139,0.03226857054849891,,,0.0019912392344997344,-0.04277114091381014,0.29569271100882444,0.21958012026344204,0.41355042077860643,0.30490200034975323,0.25443281454048955,0.21094991310428582,,,,,,,,,,,,,0.007994312099377843,0.056153632261481776,,,-0.3122137792771381,-0.4147253867316155,0.14642598037314436,0.19700884730602303,0.2282118374917799,0.24389577112463715,-0.02421285000282436,-0.10649164025197673,1.1615983998901747,0.6646783722131999,,,0.6175557036169268,0.33066517139788987,0.7293368581344344,0.7029029103831442,0.4807890220360336,0.2925914275939031,0.9482952406274576,0.5561772397941334,0.3352020574746111,0.5026416567184206,,,0.16130559266424277,0.08212612562128814,0.36905184602707813,0.23456080341349342,0.15551282497148067,-0.12572955672006575,0.05290488443205982,0.0499314541073371,0.777324955526318,0.4311214266592445,,,0.344310777335312,0.02035818809816564,0.8788567199980762,0.5310822771779179,0.857256765214987,0.4259491575620177,0.7220258245661024,0.4425738079165121
1986-11-01,0.5239201642218969,0.4390874363205658,,,0.20027247985482183,0.25632203956943406,0.6841732728127633,0.12757465074621455,0.6858060439717324,-0.017226999057134762,0.3678619193109827,0.36043556828076295,-0.08192161496675913,0.034896525788543256,,,0.06833149597924658,-0.046208616568325284,0.20866833812443075,0.2146452118088292,0.39820363773103634,0.2964875425514544,0.3733242340418493,0.20650180562000164,,,,,,,,,,,,,-0.03994436335909452,0.05987143957989722,,,-0.2692973419199055,-0.4225976480761295,0.09495690379093781,0.20028848626248258,0.219070125100449,0.24511043947548922,0.05722301059233628,-0.11490839466846983,1.124571443100475,0.64753855768853,,,0.6030985615595995,0.3201132294710267,0.715291403071703,0.701763765359437,0.48061246181602446,0.28322043555117105,0.8585953342583685,0.5320134950705693,0.3672432170562731,0.5155676732270804,,,0.1286793997451404,0.07604562924473615,0.40233562569474185,0.22584081402982184,0.16246569942126404,-0.1475108411832508,-0.01271607129434664,0.04962728540551297,0.6823732549102344,0.41918014045207,,,0.3908218288558338,0.008443089742541043,0.811033311219358,0.5160952790330118,0.8471934994289235,0.4044728992109653,0.7397443107591806,0.4253529530247312
1986-12-01,0.6372746594564728,0.4361614410617364,,,0.05663676627936151,0.25835368478048293,0.6074246343289842,0.10408852578991479,0.5544836887790868,-0.05060099756456671,0.2738007968967761,0.3599605940039296,-0.07043597900677177,0.04340262986056616,,,0.059867451453269105,-0.05446568312717069,0.20218660232511435,0.2150144107325499,0.37963825356150227,0.2891721540885581,0.35877451925744513,0.190034156054045,,,,,,,,,,,,,0.0368018783036563,0.06713951971147605,,,-0.3225118805877822,-0.4336488929480742,0.05351981248843759,0.20679494916194177,0.1516254219890432,0.24698325041079927,0.00786059284248767,-0.1319001126763309,0.8671793193365784,0.6310850497612059,,,0.6852817794043224,0.3098557752169313,0.7626373198943065,0.7011929558441453,0.549667522836064,0.27384994968956744,0.8982585863387309,0.5111259862167719,0.32884604382014077,0.5263679072699923,,,0.14118244631330734,0.07225132053839252,0.4084445181987706,0.21493850992407018,0.17369594571806588,-0.16980425310496558,0.0005451392074996876,0.055781425233178195,0.8206469376442364,0.41010225478090734,,,0.20314471386366442,-0.005417107163232376,0.71615930151481,0.5036501323803392,0.683980630819399,0.3834563100230275,0.6117120142234452,0.40524512252023254
