date,lumber-GSNECI,lumber-GSNECI-smth,lumber-MSCI_EM,lumber-MSCI_EM-smth,lumber-SPX,lumber-SPX-smth,lumber-GSCI,lumber-GSCI-smth,lumber-GSECI,lumber-GSECI-smth,lumber-MSCI_W,lumber-MSCI_W-smth,rubber-GSNECI,rubber-GSNECI-smth,rubber-MSCI_EM,rubber-MSCI_EM-smth,rubber-SPX,rubber-SPX-smth,rubber-GSCI,rubber-GSCI-smth,rubber-GSECI,rubber-GSECI-smth,rubber-MSCI_W,rubber-MSCI_W-smth,oats-GSNECI,oats-GSNECI-smth,oats-MSCI_EM,oats-MSCI_EM-smth,oats-SPX,oats-SPX-smth,oats-GSCI,oats-GSCI-smth,oats-GSECI,oats-GSECI-smth,oats-MSCI_W,oats-MSCI_W-smth,gold-GSNECI,gold-GSNECI-smth,gold-MSCI_EM,gold-MSCI_EM-smth,gold-SPX,gold-SPX-smth,gold-GSCI,gold-GSCI-smth,gold-GSECI,gold-GSECI-smth,gold-MSCI_W,gold-MSCI_W-smth,hog-GSNECI,hog-GSNECI-smth,hog-MSCI_EM,hog-MSCI_EM-smth,hog-SPX,hog-SPX-smth,hog-GSCI,hog-GSCI-smth,hog-GSECI,hog-GSECI-smth,hog-MSCI_W,hog-MSCI_W-smth,wheat-GSNECI,wheat-GSNECI-smth,wheat-MSCI_EM,wheat-MSCI_EM-smth,wheat-SPX,wheat-SPX-smth,wheat-GSCI,wheat-GSCI-smth,wheat-GSECI,wheat-GSECI-smth,wheat-MSCI_W,wheat-MSCI_W-smth,palladium-GSNECI,palladium-GSNECI-smth,palladium-MSCI_EM,palladium-MSCI_EM-smth,palladium-SPX,palladium-SPX-smth,palladium-GSCI,palladium-GSCI-smth,palladium-GSECI,palladium-GSECI-smth,palladium-MSCI_W,palladium-MSCI_W-smth
1986-03-01,,,,,,,,,,,,,0.2617342163219689,0.05510717904075057,,,0.4750029146846696,-0.08184016313265864,0.381644694046262,-0.2031992711945195,0.34551692119246813,-0.29310425584511896,0.49472678737704134,0.2420744169256313,,,,,,,,,,,,,-0.16889477635791222,-0.0505717790889296,,,-0.30651518235711056,-0.5259664288852031,-0.24627194776030098,-0.25878758616386266,-0.22295901526642742,-0.26228200629041615,-0.3192428230687558,-0.1981623643569674,,,,,,,,,,,,,0.26427651500901683,-0.32780568849795966,,,0.4796167527350269,0.14323396116856724,0.38535171721742834,-0.3019204021798413,0.34887302505784845,0.04401231479770485,0.4995322089977624,0.06756579255080301,,,,,,,,,,,,
1986-04-01,,,,,,,,,,,,,-0.7806752034618869,-0.08543285803176566,,,-0.23598418972776825,-0.11109818240244526,0.023661198272741518,-0.10766673736400796,-0.38186231517146724,-0.47237461848246287,-0.23724475438865267,0.2429379222924347,,,,,,,,,,,,,-0.03161905843435645,0.0804814351377808,,,-0.3160624950185818,-0.569976710582878,-0.14512165399071594,-0.12782902677146263,-0.32069088739696594,-0.40425281058115903,-0.32106403616091045,-0.20299577146693923,,,,,,,,,,,,,-0.6818356019456643,0.561324217897194,,,-0.1451801461246352,0.13823479830611074,0.049703097107498546,-0.1576694032580348,-0.27284339227027365,0.057038362883302066,-0.14529706225283878,0.05041104312051453,,,,,,,,,,,,
1986-05-01,,,,,,,,,,,,,0.14435836033649802,0.01179758628094014,,,-0.06820666461457776,-0.025990290704972868,-0.0015956266755839162,0.006781997806871017,0.082891319312188,0.12343358277778049,0.009021358767933984,-0.011055144546784901,,,,,,,,,,,,,0.023582240689253704,-0.016733802175659906,,,-0.05202566709493669,-0.1498749418330381,0.009233134576630213,0.00774843147719511,0.11136266145159202,0.1057132741631972,0.013189417489186634,0.007555150569549188,,,,,,,,,,,,,0.14852035972175484,-0.1200911131068043,,,-0.011201395861333447,0.04044871101818156,-0.0026374981920776895,0.009958082793297239,0.09783463670166834,-0.019097228065163202,0.006288749439461014,-0.0026052367595197777,,,,,,,,,,,,
1986-06-01,,,,,,,,,,,,,0.5775067657783465,0.04616392664473689,,,0.061812268762261806,0.019848828829600994,0.08409928390572502,-0.1959507992979725,-0.016729254034633264,-0.025841211595633615,0.027755411500218635,-0.03714315049926589,,,,,,,,,,,,,-0.04369464720331657,-0.12078250160023381,,,0.037610167980780256,0.13499585832152222,-0.2558451017455591,-0.21522519021412403,-0.0233232790729102,-0.02171346894286459,0.03679693832958997,0.021012403273056573,,,,,,,,,,,,,-0.7540034114312936,-0.8617846753750898,,,-0.05284455227169567,-0.03795196123636307,-0.6706960366117184,-0.2879472028813805,-0.024461628558143576,0.005143653497053669,-0.00015969832276664208,-0.009693300013139842,,,,,,,,,,,,
1986-07-01,-0.016757739788186708,0.07816159416363597,,,-0.14119283287137072,0.14716310467411445,-0.010329864980382446,-0.024084334080175705,-0.0318150093238014,-0.013106301686131241,-0.22058623727200247,0.299703976555108,-0.05355982537416055,-0.000939239812311973,,,-0.04472279567563619,-0.026081616498359324,0.016017475024944678,-0.02874718803253627,-0.03607856079411125,-0.07531327329815259,-0.01649140161641893,0.15884202389575877,,,,,,,,,,,,,0.005628524371842804,0.012652733292542313,,,-0.040414956444209366,-0.2165939144300824,-0.03403354355585115,-0.029732731694622653,-0.06239923746276081,-0.06200991700386224,-0.10130800223256836,-0.07556339085949225,0.07108657361564333,0.12181167270095627,,,0.5989420312509803,0.2024292652589555,0.043819436072474675,-0.09506655149277456,0.1349597279206535,-0.0681488503188631,0.9357299965648125,0.4987211066849772,0.0769023445158125,0.08720452699899701,,,0.09433066432758258,0.05656229088901067,-0.09101229229698944,-0.038041750252588935,-0.06454582805995815,0.018809595707682727,0.03242836881818697,0.039437311195643074,-0.0024271734105444976,0.07862248926844949,,,-0.020450221452085596,0.017339546591072112,-0.0014961667821440745,-0.07572152489024009,-0.004608052497711673,-0.1102583991082047,-0.0319494786651415,0.3763655804554529
1986-08-01,-0.08429162634816405,0.20289775780661934,,,0.01242717267959303,-0.2542021548810905,-0.03401031575967956,-0.043268077455093264,-0.14105937282924402,-0.033707645263238314,0.05406065431120871,-0.09437177597342893,-0.12639097080420095,0.006373605617938066,,,0.08893846210438737,0.041746468844456056,0.031174857330531505,-0.05427866052686644,-0.06969194859783805,-0.2015629068723652,0.006677979728248155,-0.052490362745540475,,,,,,,,,,,,,0.044404326018953895,0.033594268726706435,,,0.18462442435463053,0.3836969742257905,-0.043869527625230664,-0.05281118594332262,-0.06744547445085249,-0.16199309883199278,0.03925198674070777,0.022490900005898637,0.3468804526386891,0.3135337475329726,,,-0.07931731129145433,-0.3307173972543134,0.1406274843702147,-0.1723908854795137,0.5803440746143445,-0.18395438015531548,-0.23167064622611094,-0.14990878406257444,0.18794557005893386,0.2251776533284214,,,-0.14395647248662746,-0.09083137157083658,-0.16063308826495795,-0.06444735523387461,-0.1584790823162058,0.05926290838911215,-0.010403343391154361,-0.012202664618187866,-0.004682699365430618,0.20369721328689405,,,0.020535003322994128,-0.030042582098963374,-0.002359019357580988,-0.1366220642262205,-0.0077311270485967976,-0.29117466947212756,0.009481364414994638,-0.11717002421478158
1986-09-01,0.717013562404599,0.4782312546214134,,,0.15165040699390378,0.12549883718137675,1.2339115838215615,0.2680311087723156,1.279710936120329,0.08764366528759182,1.011554650445029,0.7141186919558623,0.029546049559342202,0.034234179600379035,,,0.01607290988013217,-0.018425420006497984,0.5715110860132765,0.35454981586663187,0.7967109812242426,0.5689895392827238,0.5651816875252995,0.41651764176993117,,,,,,,,,,,,,0.2997285355498266,0.07617892767956244,,,-0.040672520383625156,-0.19163594078323473,0.6931655208986093,0.32836830003643436,0.6455089316616041,0.4557577267178273,0.2854489271579461,-0.1568047812842618,1.2375429601064731,0.7247841968098117,,,0.19326185220279934,0.16213423212787428,0.9189679951562675,1.0869407100402544,0.6826296661161755,0.5356188290354197,1.6983571329023415,1.0916102728761063,0.3623088222651592,0.5267113384500809,,,0.06690965026678382,0.041834897660787664,0.5758279940375318,0.3767659775916922,0.2510684466142662,-0.19124895649164006,0.049335293286949126,0.09067954851651427,1.1183036910867157,0.4777336424971655,,,0.2070705309368866,0.015059555502280202,1.6139313387226928,0.8535686498145607,1.602829377373136,0.8084866271090347,1.5445393470927924,0.8788730215796176
1986-10-01,-0.4885134559097437,-0.4371830021645465,,,-0.2456464607266654,-0.25901582683723623,-0.5773657034857368,-0.13021676413179603,-0.33843815887180034,-0.007884474276847521,-0.42565585994944205,-0.33244830609485654,0.0017583043368094757,-0.03199849970834874,,,-0.0020159859461936435,0.043302691856898876,-0.25715385877262026,-0.19096133632396173,-0.2058487583856811,-0.15176794665845028,-0.23062193860063643,-0.1912083470664286,,,,,,,,,,,,,-0.007927403942356859,-0.05568365610869407,,,0.31609390791701913,0.4198795085467026,-0.12734167761204743,-0.17133187059040442,-0.11359466956448062,-0.12140150061267213,0.021946911277079626,0.09652571176413315,-1.1518764366782026,-0.659115366373091,,,-0.625230558896773,-0.3347746101443881,-0.6342793732537146,-0.6112906710850121,-0.23931742844137188,-0.1456402389123494,-0.8595498468003564,-0.5041278715503976,-0.33239659383790704,-0.4984348123427025,,,-0.16331026539623625,-0.08314677222069004,-0.3209517947508345,-0.20398952516886945,-0.0774080265065591,0.062583114035962,-0.04795382636158606,-0.04525866195435373,-0.7708191574621254,-0.42751316871891815,,,-0.348589800866085,-0.020611195473044054,-0.7643116940038774,-0.46186413062436354,-0.4267079221077634,-0.21202035063702215,-0.6544556592744799,-0.4011559190582671
1986-11-01,0.17331130195715397,0.14524887656264346,,,-0.05428759938621255,-0.0694808802891414,0.19828306850367217,0.0369729339312651,0.04224989027973709,-0.0010612895969798106,-0.2759786052624899,-0.27040718323721336,-0.027099437505727332,0.011543671595797418,,,-0.018522529315415672,0.012525709304996904,0.060475028807793076,0.06220721113834386,0.02453180480255715,0.018265464780045232,-0.28007656137535114,-0.15492247853743088,,,,,,,,,,,,,-0.013213481924093834,0.01980530212852493,,,0.07299807854038388,0.11455299218815859,0.027519850610165323,0.058046429494110124,0.013496073460448755,0.015100317743312873,-0.04293003929782455,0.08620696198441556,0.3720050386627838,0.21420391533723368,,,-0.1634811389167522,-0.08677267476963048,0.20730154174579798,0.20338104145474353,0.029608697615441743,0.01744812900410884,-0.6441382768766287,-0.39912895204104026,0.12148301292713688,0.17054832166406497,,,-0.034880956722992774,-0.020613589338402002,0.1166025414923371,0.06545185463778741,0.01000889104886932,-0.009087579367149693,0.009539893737316767,-0.03723154882361885,0.22572713421876517,0.1386635996425629,,,-0.10593956239865078,-0.0022886573025768277,0.23504889769536175,0.14957169423794459,0.05219235483735965,0.02491803005092037,-0.5549734626420882,-0.3191097217671207
1986-12-01,-0.36995270397774876,-0.25320182137674035,,,0.026654597618491885,0.1215873356383315,0.1567405635949295,0.02685912502396202,0.25284724458415087,-0.023074299688746008,0.13146074020529083,0.17282888387769313,0.040889717650313975,-0.025196232171473237,,,0.02817503423589661,-0.025632834696285276,0.052172467510789806,0.05548257020639476,0.17311688025147454,0.13186390123170222,0.1722594105018708,0.09124162932429603,,,,,,,,,,,,,-0.02136434296871273,-0.0389760466581434,,,-0.1517816953363558,-0.20408539379211335,0.013810315056121479,0.053361610722347526,0.0691419259658566,0.11262555705166724,0.003774128363532194,-0.06332956894982614,-0.5034176853913697,-0.36635949215086727,,,0.3225097632730216,0.14582543373742704,0.19679182664498052,0.18093665102867817,0.2506510496143138,0.12487690189945773,0.4312834001734716,0.24540834521949223,-0.19090274703125207,-0.3055687648834609,,,0.066443788098948,0.03400317501985111,0.10539550153486414,0.05546298467293749,0.07920619155985469,-0.07743156090091217,0.00026173920801206545,0.026782491263618514,-0.4764045597725211,-0.23807386001032574,,,0.09560469218266053,-0.0025494183580326546,0.18479858438271135,0.12996246965051408,0.3118984766394397,0.17485793246905923,0.2937029953663746,0.19457147084629547
