date,DJCI-GSNECI,DJCI-GSNECI-smth,DJCI-MSCI_W,DJCI-MSCI_W-smth,DJCI-GSCI,DJCI-GSCI-smth,DJCI-MSCI_EM,DJCI-MSCI_EM-smth,DJCI-SPX,DJCI-SPX-smth,DJCI-GSECI,DJCI-GSECI-smth
1995-04-01,,,,,,,,,,,,
1995-05-01,,,,,,,,,,,,
1995-06-01,,,,,,,,,,,,
1995-07-01,,,,,,,,,,,,
1995-08-01,,,,,,,,,,,,
1995-09-01,,,,,,,,,,,,
1995-10-01,,,,,,,,,,,,
1995-11-01,,,,,,,,,,,,
1995-12-01,,,,,,,,,,,,
1996-01-01,,,,,,,,,,,,
1996-02-01,,,,,,,,,,,,
1996-03-01,,,,,,,,,,,,
1996-04-01,,,,,,,,,,,,
1996-05-01,,,,,,,,,,,,
1996-06-01,,,,,,,,,,,,
1996-07-01,,,,,,,,,,,,
1996-08-01,,,,,,,,,,,,
1996-09-01,,,,,,,,,,,,
1996-10-01,,,,,,,,,,,,
1996-11-01,,,,,,,,,,,,
1996-12-01,,,,,,,,,,,,
1997-01-01,,,,,,,,,,,,
1997-02-01,,,,,,,,,,,,
1997-03-01,,,,,,,,,,,,
1997-04-01,,,,,,,,,,,,
1997-05-01,,,,,,,,,,,,
1997-06-01,,,,,,,,,,,,
1997-07-01,,,,,,,,,,,,
1997-08-01,,,,,,,,,,,,
1997-09-01,,,,,,,,,,,,
1997-10-01,,,,,,,,,,,,
1997-11-01,,,,,,,,,,,,
1997-12-01,,,,,,,,,,,,
1998-01-01,,,,,,,,,,,,
1998-02-01,,,,,,,,,,,,
1998-03-01,,,,,,,,,,,,
1998-04-01,,,,,,,,,,,,
1998-05-01,,,,,,,,,,,,
1998-06-01,,,,,,,,,,,,
1998-07-01,,,,,,,,,,,,
1998-08-01,,,,,,,,,,,,
1998-09-01,,,,,,,,,,,,
1998-10-01,,,,,,,,,,,,
1998-11-01,,,,,,,,,,,,
1998-12-01,,,,,,,,,,,,
1999-01-01,,,,,,,,,,,,
1999-02-01,,,,,,,,,,,,
1999-03-01,,,,,,,,,,,,
1999-04-01,1.0353211140490244,0.7424666793098351,0.9760365049179859,0.4036893647319085,1.8680220116681938,2.0127298995795293,1.667233053943095,0.9209281160321897,0.23178485763068502,0.026726232560963587,1.9329912337146031,2.1568748699319062
1999-05-01,0.04341109772816237,0.030550474831830345,0.7135455115288549,0.29733248943312734,0.3178544818689481,0.33602090645467164,1.1286848806985204,0.7601201628105119,0.6347598460501948,0.06818307283523428,0.2913609925873949,0.3204547518033301
1999-06-01,-0.7329098594458037,-0.47730182575396546,-1.1562283290166198,-0.5186957620787916,-0.5485478208650777,-0.5508537892668668,-0.07238933138312525,-0.046277915470369725,-0.2649370234711199,-0.01986073648629039,-0.4580760548590667,-0.48001332112940115
1999-07-01,0.29086929776267756,0.17442386580142274,1.2451988680048882,0.5664324914494653,1.0173509270974428,1.0022110297258973,1.2432596399791689,0.8147493140582933,-0.23075683049472645,-0.02890885922074617,0.9425734646482743,0.9578971610245105
1999-08-01,-0.35512494756637736,-0.22597204351706332,-0.45333715428763754,-0.21147400204566497,0.4899711246490535,0.49120255260630286,-0.4387185199609187,-0.30055915312466036,0.3320961429125039,0.03534856937193615,0.47943012905130894,0.4967744163983399
1999-09-01,1.4184265947514023,1.2252935971719645,-0.06437592945221804,-0.02864460716131788,0.8380102251154574,0.8189291995696527,0.12917311513633528,0.08217000629434128,0.059507398286168474,-0.03264896418951758,0.5041895851432295,0.49847376094520457
1999-10-01,0.32642321497929955,0.26888228824197674,-0.28078042610023757,-0.13034027557717484,0.5568266946595165,0.5315486622134725,-0.33903139625163037,-0.23792270615297642,0.02867563707477553,-0.008763125341473318,0.4341253711240504,0.4167277043949877
1999-11-01,-0.5841115432701949,-0.4766295783776494,0.5337016764716583,0.4035299426811385,-0.6608214394448942,-0.6351171710393949,0.013434667325391532,0.009143513111841582,0.013139737582949422,-0.01861626419348407,-0.4908048456913652,-0.4656743628626827
1999-12-01,0.29012084930712706,0.23192413273032325,0.21452491580842203,0.1527375769937236,0.7725284548622995,0.784502404016469,0.6941602791455759,0.5093091151389784,0.10484567370361922,0.05592433945787596,0.7040551560440758,0.6965778106899216
2000-01-01,0.07214043547767526,0.056053283332901854,0.5435795010988219,0.3255025757569494,0.3661164004541435,0.3584788761205531,0.7771711616825867,0.5279476413996417,0.05045776602501898,0.014298793283366964,0.342227600561144,0.32523639914592
2000-02-01,0.8607263635948528,0.6511255893070882,-0.3236663221065782,-0.39412450880263455,0.8136281749506026,0.7825208220718353,-0.1631018899388882,-0.11391949378185201,-0.016909907445055394,-0.018829994339644662,0.7617386464829402,0.7038733348604949
2000-03-01,-0.8561588912823762,-0.8404826906974737,-0.06745008197136027,-0.0853555629779493,0.44394141017637,0.43958845787635786,-0.05073551203895518,-0.03410464088332552,-0.010516714341449148,-0.04462605867757017,0.557084943392063,0.5419976961560015
2000-04-01,0.8333389856120799,1.0287607786080166,0.26732804751828265,0.3494875134407959,-0.6672892407092064,-0.7729635838215929,-0.056889984073458265,-0.03698941155596685,0.03864459409977874,0.03374035493439307,-0.7439717149607011,-0.9082971353601882
2000-05-01,-0.2791280412085387,-0.3391734776727693,-0.37597475759128157,-0.4343950562616736,-0.44908469135785734,-0.5187734891966523,-0.8262258809697514,-0.6038519804730714,0.003826971660018407,0.004685166344666492,-0.39489720418155616,-0.47953751348342827
2000-06-01,0.010181984774242404,0.012459834569890362,-0.08095304364944526,-0.19290239800445097,1.342882422814591,1.3733444877026397,-0.19608025845530483,-0.21028366212875974,0.38745329968833014,-0.047318515115082824,1.2801876890564952,1.3418377498998477
2000-07-01,-0.21452903644522658,-0.3025193957261761,0.11810341264523733,0.20432294147011867,0.7443426328754559,0.7483065561567275,0.14923228932203042,0.1411589851226193,-0.1176356497249396,0.039633115259020704,0.7157230826666292,0.7358477364934081
2000-08-01,-0.3196311705328747,-0.40282594549678497,-0.27023241195821734,-0.31244470271410335,-1.170977217119638,-1.1762793343632911,-0.4050934750053772,-0.29595478129910324,-0.00568675519773827,0.0026066978549172037,-1.0949944060801482,-1.1113482817623406
2000-09-01,0.5252117076407443,0.5182123054374397,0.30471449430857206,0.2349254749404698,1.8053843317596951,1.6936521760252536,0.04696612173711654,0.031059526701837092,-0.013086862522091326,0.008725926132453493,1.7256735697039647,1.6057276948435584
2000-10-01,-0.02151097309682367,-0.021200338787472232,-0.43148601323865027,-0.3680906614946007,-0.5486328939031468,-0.5250817620470906,-0.4942458636628097,-0.38073369683439023,0.08199821269980063,-0.07009379408815221,-0.5255143388093962,-0.4977117719679891
2000-11-01,-0.7950487951466674,-0.8264110809823461,-0.28158115141729767,-0.22204020258223267,0.002700962429143408,0.002570638929839401,-0.5219945039079912,-0.3792911838009747,-0.020390613385619982,-0.3157550279261103,0.12134137179345798,0.11534749509043311
2000-12-01,1.150045997979612,1.052246055734907,-0.1086458227484731,-0.5059143598946214,1.359922060390072,1.2309634370811535,-0.1475746510210117,-0.36634795238825907,0.11271609112970893,-0.15377713853159775,1.2270227945953358,1.088327970399154
2001-01-01,0.18525653196363523,0.1707802979291861,-0.022314866204354217,-0.1021382588441348,-0.8523804574567732,-0.809926577271099,-0.031164643406807847,-0.07841905738517842,0.09827011329924026,-0.2506057075425899,-0.9715879000607118,-0.9327235908476229
2001-02-01,-0.6686436951385698,-0.6261928658737889,0.01111617208682753,0.06367150967835486,-1.387197381787082,-1.628687042541599,0.045296745227876675,0.3529790742212325,0.022483485568692237,-0.0884412674963391,-1.2988449243447053,-1.5073154065501873
2001-03-01,-0.0003464216591048396,-0.00032254961284224976,-0.21306523350304865,-0.7218115238226577,-0.45353870183831846,-0.5444273105025647,-0.08676055039118699,-0.3553483439605559,0.016284543527083382,-0.21181075426001736,-0.5293707928376404,-0.6317174399135123
2001-04-01,-1.4684591232904871,-1.3465136143911238,-0.41794720838058075,-0.6515898670201832,-1.0633838045119328,-1.2107927039300908,-0.3323964573965684,-0.4826293955679975,-0.4628899629686549,-0.6266624070922944,-0.6528530308264833,-0.7250873974758594
2001-05-01,0.4481693926088054,0.388664745691844,0.23593007444244862,0.3212614871677483,0.6998627893908456,0.7791924339040274,0.010963640653679557,0.016234846368760724,-0.05856273631831986,-0.09513189743643866,0.6121029499801696,0.6569728901370188
2001-06-01,-0.16557132632874896,-0.1398572210855405,-0.10873635337594496,-0.14672745954884692,-0.4393793673318778,-0.491773197547919,0.029919308469257718,0.04745416419907692,0.12394841468979514,0.3163317726069865,-0.4477885771640303,-0.480505402005619
2001-07-01,0.2469161168280801,0.22479619530555056,-0.22649188393070754,-0.2564727290558571,-1.3117042429730164,-1.408608288445163,-0.061849125780383915,-0.08714364368508448,-0.18724296396552476,-0.2762997157274241,-1.487206797656282,-1.5664046304763077
2001-08-01,0.11906362412361234,0.10912593893189644,-0.2659528122716705,-0.29684117393308557,-0.05176168445455259,-0.05595205142875798,-0.2756484237471176,-0.37451626056997994,-0.1955120388477831,-0.277549391906358,-0.0888388821120796,-0.09382774744379196
2001-09-01,-0.12904629339063714,-0.11627878551025385,-0.3740023243800036,-0.4157046130384597,-0.06493437260689389,-0.07056323988639587,-0.014875100920569347,-0.020529412698470632,-0.14357827450978533,-0.19749115866254235,-0.02024281590095955,-0.021488653167937338
2001-10-01,-1.6956315333040384,-1.15626934408992,-1.1650147149376984,-0.7983965596921666,-2.415712516967369,-2.479461248631061,-1.1439386098952227,-0.7433813265667957,-1.2818739059293827,-0.8233046517938747,-2.2242776257885413,-2.1085907130188946
2001-11-01,-0.5671666302431535,-0.3549942297649449,0.044705335265804884,0.029342166803601362,-0.7053228304828747,-0.706411722384898,0.2535224271357179,0.1724186711814149,0.2686880980231918,0.1777158896544797,-0.6769851889127788,-0.6170781347040015
2001-12-01,1.2048933392470282,0.8389589314978978,0.5524516558757784,0.35551560989027814,-0.4612501004087233,-0.4778584751867272,0.6161544805990062,0.43195507157515667,0.21981217136303907,0.13553984274988373,-1.049714686751129,-1.1227035154051814
2002-01-01,-0.9546139445957184,-0.6564803026679871,-0.2871850610942321,-0.1696049876293045,-0.003865214968792155,-0.004022020204872199,0.3223022059715544,0.2538835111033616,-0.12518979155693657,-0.06997713322065954,0.1271783329324661,0.1393607613012052
2002-02-01,0.10144373976259635,0.06707825323798848,-0.5227985502353591,-0.28532374647967873,-0.28532204232583913,-0.2947955742437463,0.06791105771742754,0.053441692930514276,-0.3023342060631006,-0.1501993026332303,-0.26854096727769117,-0.2932258623969168
2002-03-01,-0.39186869417701364,-0.2630381074587243,-0.29885147737632445,-0.16134750685944288,0.9040718544328245,0.9843286335112971,-0.009662254381142973,-0.0074362981705822446,-0.4942585859865458,-0.2951707920193502,0.8531392931324913,0.9890164818695135
2002-04-01,0.024562357541965653,0.01553497304791842,0.40036199921434584,0.16229031280622983,2.2719044851221004,2.1527033838080563,0.40883636442834137,0.2085939987630812,0.36266436224060267,0.1444179244992621,2.069169660192295,1.9762871692644952
2002-05-01,-1.1127288236055572,-0.8505635324456275,-0.8908167533433471,-0.3530752357109762,-0.044008814611978586,-0.041293064811936044,-0.24584711074818938,-0.11399389084954921,-0.5980589738435689,-0.21229266258607218,0.1410820074207251,0.13471242740108916
2002-06-01,0.6593070895730786,0.6496030855773679,-0.01447602243101004,-0.004946109571459374,-0.711867701525896,-0.6757600219363621,-0.16902727887479846,-0.0703521041927437,-0.5086334069191101,-0.15106056761363384,-0.7938376108346806,-0.7794366976449549
2002-07-01,0.8337587776615741,0.8262117345546021,-0.5893250381482954,-0.23767372061795602,0.8612941798570678,0.8156446927527171,-0.5024458180197983,-0.2999516425488984,-0.509171689200257,-0.21235431818893175,0.4841246409577294,0.4655161616842968
2002-08-01,0.4237135621993256,0.49676990493040396,-0.8151491502674041,-0.3597769570035559,0.04791246071321369,0.0451705843262661,-0.5540061287222343,-0.3421859554127839,-0.6263653379632792,-0.2762377438508213,-0.13424861216829195,-0.12797528997836347
2002-09-01,0.4448204561489653,0.4509976006757716,0.059549969456427355,0.02143440058769516,0.9639272849820697,0.8722065051442296,0.14270892915137237,0.0739112896667528,0.03445412891967503,0.011274738164805264,0.7110370154741041,0.6403593981844151
2002-10-01,0.5584795576439805,0.5340501727410906,-0.359920681130719,-0.2564852059879444,0.8937410664062627,0.8043176919932482,-0.3024539649517455,-0.3497115745596716,-0.1815248722683833,-0.06386063067754262,0.6264030257913606,0.5487718214114241
2002-11-01,0.4741717576666267,0.5235791816759733,0.1480746482309422,0.11841208282763777,-0.7515798440039624,-0.7039293550257693,0.10849121170153536,0.14563270806384498,-0.07221265638354463,-0.01826528931142321,-0.7716532433110149,-0.7108107074567447
2002-12-01,0.18817256580695632,0.2074942886729865,0.09971841192037671,0.07119786215339607,0.2469471095394362,0.22913967230538312,0.1709107320974117,0.21221336174291822,0.14453861983861516,0.02119822485391701,0.21012379159820962,0.19128722697675649
2003-01-01,-0.37529422167873455,-0.5505124638536542,-0.10281576879318785,-0.1958006140245842,0.9702841626008665,0.9580399271337269,-0.10797921618619717,-0.2716892439761565,-0.11527775318626249,-0.007494413779208514,1.1033321653031287,1.1298849171892942
2003-02-01,0.22784725740562717,0.2875036237956727,0.06183528938730016,-0.12322070952845808,0.9676607618536984,0.9020800798116937,-0.0025199496429769534,-0.13041105588752225,-0.02026694638937619,0.003649674573338829,0.8412408802090054,0.8022515397468527
2003-03-01,-0.2846225782333558,-0.44182381529156833,0.06493418491392795,-0.10983127385718276,1.0074713691533865,1.0186760144506395,0.03424552812533533,-0.23932626364496612,0.11103313762967856,0.02115614291165763,0.9957131187089625,1.0461101327883509
2003-04-01,-0.3599698751766471,-0.42033251796394727,0.010440977217024965,-0.04385127569246242,-1.973082386814199,-2.1312243060180593,-0.08465446681109723,-0.22082731235009462,-0.006356798538173848,-0.0003276696036462812,-1.7879144717232183,-1.8960752126619835
2003-05-01,0.08749585715376194,0.1072522465793693,-0.17038379093859873,0.30648306115098545,-0.9642251502735586,-1.1051271543423755,0.02274520088649536,0.4043877596967833,-0.13119514260873638,0.005535236277391088,-0.9866178844920608,-1.1180354037619853
2003-06-01,0.7374572128974832,0.6741970911985148,0.11976281396357853,0.30098028258771,1.169267106591409,1.2558367496087135,0.34006614388117246,0.48213598598753465,0.07063002468484549,0.022325076143979012,0.9760871755476118,1.0190597611140497
2003-07-01,-0.45447852258979904,-0.41198769052740436,0.028701644477614197,0.09454700357557905,-0.049904733848747156,-0.0540465357883335,0.18658083135189682,0.3872961234434522,0.016324161355311794,0.016312222668389477,0.02226620780499046,0.023422461427461468
2003-08-01,0.5363528857517564,0.4773112762577404,0.0017357857292607665,0.006078436705934872,0.0010098926283320943,0.0011048053668178744,0.19909034068572568,0.3604707745574514,-0.0005349769566069919,-0.0031338271874638275,-0.1449264766379695,-0.1557884709789294
2003-09-01,0.8042513102999961,0.7530567369593368,0.06228523830765616,0.16449008439676455,0.3038488557988569,0.33172915681297815,0.3357541311584808,0.5460289491713476,0.0021445486503855033,-0.0032916726098666947,0.11032737725558397,0.11854243942022588
2003-10-01,0.06023523526391074,0.0563276604132605,0.0160198430493709,0.04688340893747469,-0.5676034101930411,-0.6436700915787159,0.03392741705145282,0.058832094466562096,-0.025262005296581375,0.015050078674787538,-0.5781440932299072,-0.6482097424587693
2003-11-01,1.0584042127387077,0.8880110033436895,0.30711750692092843,0.38206689736374505,0.374131935701919,0.40540193896090937,0.5406622277224941,0.6366543127530342,0.022126893267982645,0.011417174688726462,0.1269473311805393,0.1397178509912327
2003-12-01,0.0601700138137323,0.048946796162431215,-0.0022142754780606413,-0.0028128307602130853,0.5485814029059805,0.5984046796979189,0.05356753327360623,0.06306793880477278,-0.007165454762935302,-0.005804884790443089,0.5370830118978677,0.5948698561173292
2004-01-01,-0.3343626547825261,-0.36530985953296347,0.7541764491234355,0.5330823764120032,1.0668076184475273,1.0458899180966328,0.43517746982557026,0.38665710218127886,0.05777398754250536,0.009235205195228463,1.1546573192836007,1.1325759678027751
2004-02-01,0.34662150896342603,0.37824422300047195,0.12325499419418012,0.08196262803659192,-0.016593447373281563,-0.01625138810443183,0.13028928385020158,0.11247793738439167,0.199402700052191,0.014384920009789042,-0.16223518091787031,-0.1609603101793189
2004-03-01,0.791070728867021,0.6876243886752672,0.08091062717688684,0.0484321029331042,1.1744680177917795,1.0837174348405039,0.3606999101184816,0.26165263621888346,-0.024854046504723337,0.0004155530639442918,0.7968471903426433,0.7252329570747739
2004-04-01,0.519151584202743,0.4269138918617157,-0.26366384608518556,-0.17602893531404262,-0.11633032549535512,-0.10779841713917732,-0.022179134643017913,-0.01561489736354219,-0.014516905271169826,0.012975785148205896,-0.29190177076894097,-0.2753937889842131
2004-05-01,-0.6441374272126575,-0.5094154991008265,-0.6919791445682427,-0.4348886423170005,0.04041838087992278,0.0373488525997455,-1.088081890686735,-0.9094037534156734,-0.006097119599444016,0.0028657991317603427,0.2197451581526873,0.21355534110721808
2004-06-01,0.04888568243317923,0.036974675417635786,0.05745349682052051,0.03271047411352184,0.9542491789877046,0.8503383185031255,-0.20141983756811743,-0.18759853192278103,0.21892338926899005,0.026348570885814503,0.8018863665206417,0.7382470651668636
2004-07-01,-0.6924994940974828,-0.5029168522042589,0.27893884908392397,0.18572260195291376,-0.8487913567983717,-0.7582625167381064,0.03644062472961446,0.0341910665020116,-0.1453606584361729,-0.0039395315121126305,-0.5935515340973815,-0.5356947579167614
2004-08-01,-0.5434181961672749,-0.5145054062161931,-0.2754166322177895,-0.3623292482590991,1.2859900032945943,1.278972624158219,-0.21575600990513316,-0.23625148161967638,0.3001637665481495,-0.014992232096185817,1.292536172385911,1.350913742198433
2004-09-01,0.16950698651622315,0.17077981915889076,0.02982631844789694,0.04298264627803444,-0.7795539192341653,-0.7957736484628993,0.23962952044307945,0.34488901502941527,0.14148201188023318,-0.02755059520126732,-0.7193052989441457,-0.7720636320271301
2004-10-01,-0.020042160369432346,-0.02089176338347221,0.13109766590579064,0.11089834076632582,2.254402199426859,2.1425889146128947,0.5194252440389185,0.4090165910841524,0.011056620963711588,0.046845546378679534,2.0507740772774956,1.9331011863715686
2004-11-01,-0.2709773952290148,-0.3332790282990349,0.1550135263057166,0.12308401522004975,0.9208874335150569,0.9118267547844292,0.07252006086910368,0.054994287707226995,-0.0012087296986925881,-0.0099151487191264,0.9120659459409157,0.8992617982846192
2004-12-01,0.2233161106842591,0.2923733028161663,0.37140529821143087,0.37498536934329724,-0.3474862617056873,-0.3484426768788649,0.6755011127574944,0.7040614842114459,0.014833737045181006,0.09281571009603816,-0.3084844684846582,-0.30738362266262603
2005-01-01,0.08512414348498656,0.12718750018252611,0.12269678193109447,0.2220219794361891,-1.0512113723933916,-1.0777299768973418,0.10554308375087229,0.1208832075869016,-0.04293426907706637,0.05624515482276846,-1.06234448125719,-1.086418203933673
2005-02-01,-0.25713120580026233,-0.5308929880168248,-0.10614678981745647,-0.30977997123310197,0.7816680602903807,0.8516200736734272,-0.12391297740866546,-0.15063875766606277,0.10985092074820901,-0.12621032536892182,0.866145382462698,0.9669401313611797
2005-03-01,0.8112991769621077,0.9672868614559854,0.13475005387146413,0.1902539819596299,0.7385811065957629,0.7556872849888775,0.5444213492598318,0.4703649090388766,-0.0038751114550621777,0.006016018360938307,0.48359031221100157,0.5089730186803695
2005-04-01,-0.06471728163211639,-0.08301244098404062,-0.009404105198648652,-0.35671659263462063,0.623523586567018,0.6103813617436289,-0.2940182254915929,-0.5685065040880599,0.14363959076660895,-0.10167420356911526,0.5855066533622414,0.5871144430463022
2005-05-01,-0.2612614729673568,-0.2829637509759757,-0.3111237239765931,-0.44985249710995767,-1.342324646852753,-1.2514259394616218,-0.31382948477352435,-0.39088545358274807,-0.14490010260078032,-0.23177983075543238,-1.231263736736348,-1.1566956685321503
2005-06-01,-0.04954460089906006,-0.05385261346265565,0.11247036186816979,0.1847732468019154,0.24887070880396897,0.23288138187253424,0.17558890492800105,0.2407046152084485,0.025471001456245645,0.045825687687159535,0.16247433735231376,0.15260312043431384
2005-07-01,-0.06259221442796219,-0.06963277845274102,0.024304042115347813,0.04078227241995841,0.8679524221926084,0.8508549632260007,0.1516742815686833,0.20589143002064034,0.04245992304594376,0.06778441685967761,0.8036985485174484,0.7864633786570795
2005-08-01,0.36425789215636517,0.36631345734656623,0.21357648582530012,0.2798719015509941,0.7181720832707235,0.689024481309391,0.3426448798212488,0.3983174323284698,0.045726605823164256,0.05637857596122651,0.5675488450276917,0.5385222810413894
2005-09-01,-0.2938655589525696,-0.46574658656863577,-0.024373696805954963,-0.0346138454964356,1.5668556790683814,1.6074501109024188,0.010117570908884772,0.01180498125088421,-0.02588209722194163,-0.09775447574592534,1.531169277425629,1.5465053215728572
2005-10-01,0.35947229067560416,0.5326019923374072,0.26446780795876124,0.3316133167975433,-0.06080879458690966,-0.06290167421876591,0.6087855503469078,0.7169427522750592,-0.0032193032093645693,-0.015124742977884392,-0.13045071911521344,-0.13367123885645488
2005-11-01,-0.00030714529862874363,-0.00046808427814796783,-0.3579297276292696,-0.3681638513726252,-1.0072850916281217,-1.058883916685947,-0.5802891187602406,-0.6158620228297494,-0.17574657729458862,-0.21680360628481146,-0.892972901669697,-0.9141300808470073
2005-12-01,0.525820527676982,0.785468824695554,0.40776750970048087,0.3911133003443466,0.037672229012803135,0.03970303006064217,0.6253116602003523,0.6698912942024174,0.32739048891413375,0.29991925166839906,0.0068280090975215155,0.007003258748805789
2006-01-01,0.6129443096233528,0.8085167578005599,0.05878358958766987,0.053887110517747604,0.556872105294936,0.5695155320547877,0.19554132902250537,0.19674159094603408,0.04509961635413726,0.03743091229345852,0.35509479301361635,0.3524219904685075
2006-02-01,0.7720036759677983,0.8700208385478375,0.8890124056488622,0.6447475220664778,0.9326013859656012,0.9072417170413777,0.8887185567673205,0.7675910996498354,0.06332637342580341,0.044772657389366116,0.7741606680545753,0.719570153769005
2006-03-01,-0.13032492664211365,-0.14066850251314217,-0.306894540652383,-0.18846521206158143,-1.5227556677210077,-1.4878712243623131,-0.17918222959095895,-0.1417642988348516,-0.27233258813454997,-0.13164362065010088,-1.5724865943006454,-1.4805576886160643
2006-04-01,-0.10591110488725156,-0.11826711831804396,0.18398158225517186,0.10284628304595472,0.6482210358671138,0.6343986365346308,-0.10096861995197601,-0.07910110163904963,-0.00901922138278993,-0.003995576708814708,0.7137140076549113,0.6745839081224487
2006-05-01,1.4938036001003,1.5535610321964188,0.324774781173915,0.1478514904194904,0.8719570150936239,0.790668195118482,0.4629839974742826,0.3021136762562143,-0.06851955755744546,-0.031625729349518066,0.5184131872118536,0.4545176781349721
2006-06-01,0.7452690386109313,0.801779763769469,-0.6702252976351862,-0.4671975677621114,0.17524133672077064,0.1559603567306537,-0.7090478363755787,-0.7853449188980897,-0.20168438725768478,-0.12547128896986812,-0.0961679423638765,-0.0837765612251573
2006-07-01,0.017764104259508987,0.019345211702723346,-0.0722663787042509,-0.04716300944131195,0.3850452808415375,0.3506411092504706,-0.04625112402858832,-0.05138105840724111,-0.4266444223497346,-0.27821567725858887,0.35315842804746733,0.31446809429042916
2006-08-01,0.3034025476222179,0.3253212644957098,-0.071101249240674,-0.045583020126650296,0.5075981346421126,0.45425091992796357,-0.004517087667526449,-0.005087686212277154,-0.009927524524123203,-0.006179533807961178,0.40050418762732803,0.34787645281820745
